member_name,top_keywords
σκουλακης γεωργιου εμμανουηλ,"τοπικ, νερ, γεωτρης, ποσιμ, κοινοτητ, αλλεργικ, θανατ, φαρμακ, νομαρχ, αυτοδιοικης, ναρκωτικ, φτασαμ, κοινωνι, οκαν, υγει, προληψ, πας, κιλκ, προβλημ, ληψ"
σκουλας εμμανουηλ αθανασιος,"λυπουμα, μηδενιστηκ, 151, μηδενιζετα, αμυνθ, αμφισβητω, τερμ, παρουσιαστ, αναπτυξω, μηνυς, τρομερ, δεχθειτ, ζω, παρακλης, ακουω, πιστοποιητικ, αυθαιρεσι, κεκτ, τελει, ηρακλει"
σκουρολιακος λουκα παναγιωτης (πανος),"41044, ταχιστ, ξεχαστ, συρταρι, δευτερολεπτ, ελπιζουμ, αδειοδοτης, πρωτοκολλ, 2020, δημιουργικ, αξιοπιστ, πες, ημερομηνι, γραφει, τελειωνω, υπογραφ, δοθ, δημιουργης, εκθες"
σκρεκας θεοδωρου κωνσταντινος,"δημοσι, μερισμ, αλλαξ, αλλαξουμ, τομε, πληρωνουμ, υπαλληλ, νομοθετειτα, γραφειοκρατι, δουλευ, λαμι, τολμηρ, ισως, επικαλειτα, δεκαετι, υπευθυν, σιγ, αξιολογης, κοστιζ, συριζα"
σκρεκας κωνσταντινου θεοδωρος,"παρατηρης, στρεμμ, βαμβακ, προγραμματ, αναθες, τομε, καλλιεργει, δραχμ, διμερ, αποφας, διαδικασι, αγροτικ, απαλειψ, οκτακοσι, τομ, αναπτυξιακ, θεματ, σχες, πωλης, προιοντ"
σκυλλακος ηλια αντωνιος,"ενορκ, δικαστ, δημαρχ, εσχ, ποθ, δικαστηρι, συνταγματ, μιζ, αυτοδιοικης, δημοκρατι, τοπικ, πασοκ, μηχανισμ, ομαδ, ραδιοτηλεοπτικ, ζητημ, νομαρχ, ανωνυμ, εξασφαλιζετα, περιφερειαρχ"
σμπωκος γεωργιου ιωαννης,"πολεοδομικ, οπλ, πανεπιστημι, λαθρεμπορι, κρητ, φοιτητ, πυρομαχικ, ξενι, ψυχολογι, στρεμματ, αυθαιρετ, πρυτανικ, ρυθμις, 10, στελεχ, μαζικ, 1337, ρεθυμν, σκοπευετ, μες"
σμυρλης-λιακατας ανδρεα χρηστος,"θαλασς, εσωτερικ, βοηθηθηκ, παλαιρ, τζαβερδ, αιτηματ, θερετρ, κοινοτ, 3500, ενωθ, ξηρομερ, αποδεκτ, περιοχ, ομορφι, θαυμασι, αιτωλ, συνδυαζ, λευκαδ, βουν, νι"
σουμακης αριστειδη σταυρος,"κατανοησατ, ευθυν, ρυμουλκ, μακρι, θαλαμ, σηματ, πλοι, ειλικριν, διασως, ναυτικ, νωριτερ, εφυγ, παραλειψ, συνεβ, πα, ναυτιλι, ships, καπετανε, κινδυνευαμ, κολλαμ"
σουρλας ιωαννη γεωργιος,"κατεθες, αναφορ, ζητ, ρηγ, 04, υπ, εγγραφ, ιωανν, δοθηκ, ακολουθ, 06, απαντης, συλλογ, 11, ανωτερω, βαλκανικ, κυκλαδ, 2004, αθην, χωματ"
σουφλιας αθανασιου γεωργιος,"συνεταιρισμ, εργ, συνεταιριστικ, γσε, ψηφοδελτι, οργανως, οτο, προθεσμι, επενδυς, επενδυτ, αιτης, συμμετοχ, σεπ, αρχ, κοινωνικ, εξαμην, οικονομικ, προυπολογισμ, μελετ, 1992"
σοφια ζαχαρακη,"λαμι, κωσταλεξ, αντιδρας, εεεεκ, παραινες, κανελλ, ζητησετ, παω, μονοπωλι, οικογενειακ, σεβασμ, βρεθ, ευαισθησι, εκπαιδευτικ, κανατ, χαρακτηριστικ, μεταφορ, τοπικ, πα, κεντρ"
σπαρτινος νικολαου κωνσταντινος,"κεντρ, συμπαρατασσοντα, διχαστικ, οικοδομησουμ, σαριδ, βαρυγδουπ, πετς, γνησι, ζησαμ, βημ, κλασικ, οραμ, παραδοσιακ, εξαγγελι, ακραι, ακουσαμ, αντιληψ, σιγουρ, βλεπουμ, γνωριζ"
σπηλιοπουλος γεωργιου κωνσταντινος,"ηγεσι, αναπτυξ, δυσκολ, προυπολογισμ, 2011, αιγι, χειρουργει, ελπιδ, κεν, προγραμμ, χρησιμ, εφαρμοστ, εργαλει, ζητ, ανορθως, πολιτ, μεν, επενδυς, γιατρ, χρειαζομαστ"
σπηλιοπουλος ιωαννη αναστασιος,"επαγγελματικ, καταρτις, εκπαιδευς, ινστιτουτ, ιδρυματ, νοσηλευτηρι, νοσηλευτικ, εκπαιδευτικ, νοσοκομ, ιεκ, διαπιστως, προδιαγραφ, γιατρ, αποφοιτ, συστημ, κοινοτητ, αριστοτελει, νοσηλι, υγει, επιπεδ"
σπηλιωτοπουλος ελευθεριου αριστοβουλος (αρης),"αδεσποτ, ζω, θανατως, γκετο, καταφυγι, κυνοκομει, ολυμπιακ, μαζικ, αγων, προχωρησουμ, προκει, κρεματορι, στειρως, τετραποδ, φωτογραφι, συντροφι, σημανς, σκυλ, μαζεψ, ξερουμ"
σπιρτζης παναγιωτη χρηστος,"περιοχ, τραπεζ, αττικ, θεσμικ, υπηρχ, λοιδορηθηκαμ, πυρκαγι, ντραγκ, προβλεψ, δημοσι, ετρεχ, θητ, πυροπληκτ, διευθυντρι, οικονομ, καταστροφ, ζησαμ, λογαριασμ, συνεχει, ηλει"
σπυριουνης πετρου κυριακος,"εκπαιδευς, θητει, 1763, πατριδ, δημοκρατι, ανεξαρτησι, στρατιωτ, αγων, υπηρετ, βαθμ, δικαιοσυν, στρατιωτικ, κινητρ, εγγαμ, σκονταφτ, πατερ, εννοι, ψηφιζω, κυπ, πυροβολικ"
σπυροπουλος αποστολου ροβερτος,"εικονικ, λογικ, πραγματικοτητ, διαπλοκ, ιδεολογικ, κυβικ, αυτοαπασχολης, μιχαλολιακ, μπροστα, αδιεξοδ, οικοδομης, δυναμ, βασιλ, ασφαλιστικ, δημοκρατι, αναπτυσσοντα, μοντελ, συνεβαιν, ενοχοποιουμ, επανεκτιμησουμ"
σταθακης μηνα γεωργιος,"υκω, νοικοκυρι, δεδδη, 1600, επανασυνδεθ, κοτ, 2017, παρατας, λογαριασμ, εως, μοναδ, γεωργιαδ, τιμολογειτα, υπολογιζοντ, τιμ, δε, πληρωνατ, τιμολογι, κλιμακ, 2500"
σταθας παναγιωτη ιωαννης,"περηφαν, τσαμπ, μνημονι, ξεχρεωσουμ, βαρι, ανθρωπ, βαρδι, φοβατα, γερμανι, λυπ, χωραφι, 800, λα, επαρχι, ελεγ, δουλεψ, κιολας, ζης, μιλαμ, δουλευ"
σταθοπουλος παναγιωτη ιωαννης,"ασυνηθιστ, διατηρηθ, βολ, απευθυνετα, κρανε, πεδι, καταναλωθηκ, ομιλουντ, ερωτ, επιλυθ, ανεπτυξ, παρεμβαιν, κυριως, συναρμοδι, κατατεθ, προ, αμυν, απαντησω, ευαισθησι, κατοικ"
σταικος θωμα ευαγγελος,"ενστας, μπηκ, αθροιζοντα, διωκετα, αμνηστι, εγκλης, διαρκ, ιδιοτυπ, τοκογλυφ, ακαλυπτ, διωκοντα, υποστηριχθ, κακουργημ, αναδιατυπως, ανακυψ, ξεκαθαριζ, συνηθει, διαρθρως, αρχιτεκτονικ, διατυπωθηκ"
σταικουρας κωνσταντινου χρηστος,"βαρουφακ, προκαλω, μαρμαρ, 2015, τιμολογης, φορολογου, συριζα, εχας, εξαμην, πινακ, ακους, 2014, 883, παραφρασατ, φιδ, θες, κρις, παρεμβαινω, σαρακιωτ, ακριβ"
σταματης ιωαννη δημητριος,"βγαινουμ, δημιουργησατ, μνημονι, πετυχατ, πρωτοφειλετ, συμπαρασταθειτ, χρισμ, 25, ταμει, προοιμι, μηνυματ, αυτοματ, ζητατ, συγγνωμ, αρνης, καταστας, βαζετ, ελεγξ, μηνυμ, πληρωθ"
στεργιου κωνσταντινου ιωαννα,"αυτοκινητ, αδ, αυτοκινητιστ, πιστευουμ, υπαιθρι, αυτοδιοικης, εμπορι, αγορ, κλιμακι, λαικ, τοπικ, επαγγελματι, εταιρ, συνεταιρισμ, ταξ, ελεγχ, 2323, παραεμπορι, πωλουντα, χρης"
στεφανοπουλος βασιλειου θεοδωρος-στεφανος,"υποψηφιοτητ, απαλειψ, υποψηφι, συνδυασμ, 1144ήταν, καταπιεστ, νομαρχιακ, αγκαλιασμ, διευθυντ, συμβουλ, αναπροσαρμοζοντα, προβλεψετ, 50000, επαναφερετ, ανεξαρτητ, καταρτιστηκ, θιξω, κατεβ, εκθετ, κλειδ"
στεφανοπουλου συζ.θεοδωρου-στεφανου φωτεινη,"γυναικ, αστυνομι, σπευδετ, ανδρ, αστυνομικ, θεωρης, ποσοστ, μυικ, σμικρυνετ, στερησουμ, 2α, δαιμον, ισχυρισθω, ξορκιζετ, περιλαβετ, βοηθητικ, εισακτε, εκτιθετα, συναισθημ, σχολ"
στρατακης σοφοκλη εμμανουηλ,"κεφαλαι, στερεως, πετρελαι, κτηρι, λειτουργης, εισπραξουμ, αναγκαι, ογ, σημαντικ, δημοσι, κατορθωτ, αντιληψ, εγκατελειψ, 2006, θεωρω, συνταξ, εκταμιευς, ξεπερασουμ, ερθω, χρηματ"
στρατουλης ιωαννη δημητριος,"απονομ, αληθει, ταμει, εοπυ, ασφαλιστικ, συνταξ, εισφορ, μνημονι, εσοδ, επισημανς, ασφαλις, ικ, μειως, περιεγραψ, μνημονιακ, προνοι, αιτι, ανακεφαλαιως, λιτοτητ, αποδεκτ"
στριφταρης δημητριου σπυριδων,"λιμαν, ετβ, αξιοποιης, διαλυτηρι, χιλιομετρ, λιμανι, κατοικ, κοινοταρχ, πλοι, χρης, περιοχ, ουσιαστικ, πραγματικ, περιπ, hydrocazldonate, processing, ασφαλτοστρ, μετεφορτως, ξοδευθ, κατευθυνς"
στυλιανιδης στυλιανου ευριπιδης,"μετσοβι, πρυταν, πολυτεχνει, μπολκενστα, ανεκυψ, αλαβαν, εξεδως, τεκν, μητερ, δεξι, 2005, εθνικ, επικοινωνι, παπανδρε, οδηγι, συνεργασι, μπροστα, πιο, προβλημ"
στυλιος δημοσθενη γεωργιος,"εταιρικ, επιχειρης, μετοχ, εταιρ, διακυβερνης, οικονομι, σοφι, προκαταβολ, λειτουργι, νεοφυ, αντικατοπτριζ, αγι, ανωνυμ, εκσυγχρονιζ, εμπιστοσυν, επιδιωκετα, συστας, παρον, 2019, 2017"
συντυχακης δανιηλ εμμανουηλ,"καθαριοτητ, δημ, αθλητισμ, εργαζ, επανεκκινης, αθλητ, αθλητικ, χρωστατ, προστασι, ζηταμ, εκτακτ, υπηρεσι, πανδημι, ανεδειξ, πνπ, ταυτισετ, υγει, στεγνως, λεγ, σταθηκατ"
συριγος δημητριου αντωνιος,"τροποποιης, ισχυ, συνεργατ, πλεοναστικ, κανονισμ, πρωην, συνεπει, 2016, αποφας, 28, φρας, ζητηματ, επιβεβαιως, προτεινετα, επιστημονικ, προτειν, υπαλληλ, ομοφων, προτας, αοριστ"
συρμαλενιος ευαγγελου νικολαος,"ναξ, ναυδετ, νησι, περιβαλλον, φετ, στρεμματ, μιλατ, αιγιαλ, νοσοκομει, πενηντα, ρεμετζ, τουριστικ, τουρισμ, παραλι, διακομιδ, βαλετ, στοιχει, συγκριτικ, γραμμ, ελλαδ"
σφυριου προδρομου κοσμας,"κατοικι, στεγ, επαγγελματικ, προτας, ερχεσθ, μισθωματ, επιχειρηματ, περιφερει, καταστηματ, ρυθμις, λειτουργι, νομαρχιακ, νοικιας, γραφει, συμβουλι, 22, διατηρητ, τιμαριθμοποιης, δικαιοδοσι, προβλεπετ"
σχοιναρακη-ηλιακη διογενη ευαγγελια,"μαθης, δια, βι, εκπαιδευς, τελικ, καταρτις, ινστιτουτ, αγροτ, βουλης, μειονεκτημ, σημαντικ, βημ, επιλεκτικ, λειτουργι, αποφοιτ, υφιστα, συμμετοχ, ζητημ, επιχειρειτα, τοπικ"
σωτηρλης ευαγγελου δημητριος,"πληγεντ, παραγωγ, αυτοδιαχειριζ, γεωργοκτηνοτροφικ, διακρινατ, καπνοξηραντηρι, ζημι, ζημιωθεντ, αποζημιως, αυτοδιοικ, γεωργι, δυνατοτητ, εξεταζοντα, προκληθηκ, θερμοκηπι, κτισματ, καρδιτς, ελγ, ζητησαμ, καλυπτοντα"
σωτηροπουλος νικολαου βασιλειος,"ecu, εργαστ, συνταξ, 190000, υποκαταστατ, παροχ, ναρκωτικ, μητροτητ, καισαρ, δανι, ευρωπ, κατεβαιν, εικοσι, ευπαθ, σεβαστ, δεκαετι, κακ, ελλαδ, καπου, κοινωνικ"
ταλιαδουρος αθανασιου σπυριδων,"στηριζουμ, κατατεθ, οεεκ, βουρ, απεμπλοκ, διενεργηθ, οσκ, διοικους, καθυστερης, εκλογ, παιδει, συμπεριληφθ, θεωρηθ, διδασκαλι, επαρκει, γλωσς, εκκρεμ, πτερυγ, πληρωμ, χορηγης"
ταμηλος κωνσταντινου μιχαηλ,"μεταλλευτικ, μεταλλ, τελ, παραχωρης, κομμουνιστικ, θεματ, δημοκρατικ, φωτοβολταικ, ομοψυχι, παραγωγ, αστικ, επιλυ, ανακοινωθ, θετικ, μπαιν, αποθεματικ, επιχειρης, παραγωγικοτητ, αυτοδιοικης, ελλαδ"
τασουλας αναστασιου κωνσταντινος,"εισφορ, συνταξιουχ, αρμοδιοτητ, αυτοδιοικης, δυσκολι, συνταξ, εναντι, δημοσι, τοπικ, 2020, φιλοτιμ, νατ, προσωπικ, οικονομικ, επαρχι, συνεχει, δραχμ, μυγιαγγιχτ, στολιζουμ, συγκρινομαστ"
τασουλας βασιλειου αποστολος,"υγει, οικογενειακ, γιατρ, φταιτ, νοσοκομει, φροντιδ, φτιαξετ, βαλτ, κινητοποιης, επιλογ, εναρμονισθ, οργανωτ, χωρισετ, αστικ, συστημ, εργαζ, ενως, διδαχθουμ, προαναγγειλατ, κυψελ"
ταταριδης δαυιδ κυριακος,"πολεοδομικ, αυθαιρετ, περιοχ, οικιστικ, κατοικι, δομης, ενοτητ, περιβαλλον, κυκλωματ, παραγωγ, γρεβεν, παραδοξ, ελληνικ, κατασκευ, αγορ, 1337, οικονομικ, αναπτυξ, οπου, σχαπ"
τατουλης παναγιωτη πετρος,"τριπολ, αρκαδι, πελοποννης, πανεπιστημι, ιδρυς, παντει, περιφερει, νοτι, φροντιδ, αιτημ, αντιμετωπιζ, κεντρικ, λειτουργι, μελετ, πρωτευους, προβληματ, εθν, θετικ, 4362εγκατάσταση, διημεριδ"
ταχιαου γεωργιου χριστινα,"αδικι, ερτ, αρχισυντακτ, μιντιαρχ, καραμπινατ, επαγγελμ, ασχολιαστ, εργαζ, αναγεννης, μισθ, καθιστατα, κομματικ, αιτιολογικ, συγγνωμ, δημοσι, δημοσιογραφ, περνα, υπαλληλ, συγκρους, μαυρ"
τζαβαρας γεωργιου κωνσταντινος,"dvd, αληθει, μυστικοτητ, αναξιοπιστ, αποδεικτικ, κτηματικ, περιττ, περιθρυλητ, καθηκοντ, αντιπροσωπ, επρεπ, πραγματι, δημοσι, τουλαχιστ, δικαιοπραξι, αντισυνταγματικ, μαρτυρ, προβληματισμ, προτας, ικανοποι"
τζακρη εμμανουηλ θεοδωρα,"βλαβ, ενδοοικογενειακ, σωματικ, βι, συζυγ, τοπικ, θυματ, αυτοδιοικης, οικογενει, τιμωρειτα, θυμ, ποινικ, ποιν, κωδικ, ταπεινωτικ, πραξ, μελ, δραστ, ελαφρ, δημ"
τζαμακλης γεωργιου χαριλαος,"ζευγαρι, συμβιως, ομοφυλ, δικαιωματ, εσδ, προκυψας, μισαλλοδοξι, οικογενειακ, ρητως, πολιτει, συμφων, ρυθμις, αναγνωρις, συντροφ, ρατσισμ, δεσμ, συναψ, δικαστηρι, αναγκαι, αναγκαιοτητ"
τζαμτζης συμεων ιορδανης (δανης),"τσιπουρ, αμβικουχ, βγαζ, αποδος, μερακ, κρας, φορολογι, γιορτ, νερ, αμπελοκαλλιεργητ, τσικουδι, αμβικ, καζανι, σαρανταοκταωρ, στεμφυλ, ουσιαστικ, σταφυλι, ειπωθηκ, βγαλ, μικρ"
τζανακοπουλος μοσχου δημητριος,"παρακολουθηματικ, αμυν, στρατιωτικοποιης, δυναμιτιζετ, εφαπτοντα, βιτς, υποχρεως, αποτρεπτικ, εθνικ, κυριαρχικ, διπλωματι, δογμ, εξωτερικ, εταιρει, οφειλ, κλεισω, κατανοης, λεπτομερ, λογικ, διακατεχοτ"
τζανης γεωργιου λεωνιδας,"ρηγ, μετοχ, βελεστιν, δημοσι, βιενν, ενημερως, διοικης, μες, 2190, προτας, 1797, βασικ, βλαχι, εθνικ, χαρτ, επιχειρης, αλεξανδρ, κεντρ, εννοι, προσωπ"
τζεκης κωνσταντινου αγγελος,"κεφαλαι, ευρωπαικ, ομιλ, τραπεζικ, ενως, ανεργι, ανεργ, ναους, εργαζ, ενισχυς, επιχειρηματικ, πληρωμ, επιχειρης, πραγματικ, οδηγι, χρηματοπιστωτικ, συγχωνευς, λα, τομ, ζητημ"
τζελεπης γεωργιου μιχαηλ,"αγροτ, ασφαλις, διοδι, νεοεξερχ, συνταξιουχ, ογ, συνταξ, ανταποκριτ, 4387, ενιαι, τρεισημις, ορατ, κομματι, χιλιομετρ, επικουρικ, 60, 1467, στρυμονικ, υπακτ, 1096"
τζηκαλαγιας γεωργιου ζησης,"καστορι, λιμν, δισπηλι, μαυροχωρ, κατειλημ, υπερχειλις, χλωριδ, πανιδ, καταπληκτικ, προκληθηκ, ζημι, προβληματ, δομης, αποδημητικ, αργυροπελεκαν, αρχοντικ, κεριν, κορμοραν, λαγγον, λιμναι"
τζιολας γεωργιου ελευθεριος,"εργασι, απασχολης, συμψηφιστικ, ανεργι, εργαζ, πορ, ηπειρ, equal, ρυθμις, προγραμματ, οεκ, 2002, πρωτοβουλι, κοινωνικ, ρυθμ, επιθεωρητ, θεσσαλονικ, ιωαννιν, επιθεωρης, οργανως"
τζιτζικωστας αποστολου γεωργιος,"μεροδουλ, μεροφα, ξαναφτιαχνετα, αγελαδ, στεκετα, καταστραφ, πλουσι, τριαντα, αγροτικ, επιχειρης, περισς"
τζουμακας αθανασιου στεφανος,"αγροτ, σαμπαν, ελεγχ, σταφυλι, προαπαιτ, πενηντα, απωλεσαμ, γλευκ, ταυγετ, εργ, αντιδιαβρωτικ, σι, επιδοτης, παρασιτικ, δραχμ, στοιχει, ειπωθηκ, γεωργι, 1999, γικονογλ"
τζουφη στεφανου μεροπη,"κοινωνικ, εκπαιδευς, εκπαιδευτικ, σχολει, ειδικ, διαπολιτισμικ, ευαλωτ, παιδι, φροντιδ, προγραμματ, ιδιωτικ, πιο, παιδικ, αποτελ, προσπαθει, σκοπιμ, προστασι, εισοδηματ, αντιληψ, ατομ"
τζωαννος γαβριηλ ιωαννης,"γιγνεσθα, αμστερνταμ, οραμ, ευρωπαικ, δηλητηρι, αγανακτης, οτσαλ, υποθες, σημιτ, μετοχικ, αξιοποιησουμ, ωφελει, ασχολουμεθ, κρατ, συνθηκ, συμμετοχ, γενικολογ, κεφαλαι, καλλιεργειτα, πλαισι"
τιμοσιδης ιωαννη μιχαηλ,"συμπολιτ, ζακυνθ, πρωτοβουλι, νοσοκομει, ανας, προηγ, οικονομικ, οικογεν, πραξ, εξελεξ, καρδιολογ, ικ, δεσμευτηκαμ, ελληνικ, χρονικ, φαρμακ, εκτακτ, διακυβερνης, αναδιανομ, ερχετα"
τογιας ιωαννη βασιλειος,"απερχ, χρησιμοποιους, κοιταξ, υπερψηφις, θετικ, αφετηρι, συνηθις, θυματ, ματι, χρησιμοποιης, πλουτ, παραγ, εξοδ, καθαρ, μελλον, δικαιοσυν, προυπολογισμ, κρις, πραξ, ελλην"
τοσκας στεφανου νικολαος,"κοιταζουμ, καπου, φυτρων, παραβατικοτητ, πυροσβεστ, αρχισουμ, λυνοντα, συμφεροντ, δουλευ, ανησυχι, εκπαιδευοντ, εκπαιδευσουμ, εμπειρικ, προσποιηθηκ, φαμιλι, αστυνομικ, αττικ, βιλι, εγκαταλειπουμ, ρομα"
τραγακης παναγιωτη ιωαννης,"2005, 06, 2006, σιδ, υπ, διακοπτ, ακολουθ, κατεθες, δημ, σχετικ, 12, απαντης, εγγραφ, ανωτερω, 05, γν, δοθηκ, ηρακλει, μαθητ, εργαζ"
τριανταφυλλοπουλος θεοδωρου ανδρεας,"απειληθηκαμ, υπαλληλ, φοροδιαφυγ, γινοτ, αποντ, διαπιστως, κρατησουμ, αδικ, συζυγ, κρις, κοινωνικ, κορυφ, αγων, περισσευ, νοσοκομει, σωτηρι, χρεοκοπι, πρω, επιβιως, πρωθυπουργ"
τριανταφυλλος δημοσθενη κωνσταντινος,"συριζα, λαθε, εξεταστικ, ποινικ, προφανως, ραδιοτηλεορας, ποινικοποιης, νεοναζιστ, ομολογ, δημοκρατι, αποφας, προτας, μεταρρυθμις, αναντιστοιχι, πληρωθ, ζητημ, μονομερ, χουντ, αγων, αντιπροσωπευτικ"
τριαριδης αθανασιου κωνσταντινος,"μωρ, προδοτ, εφευγ, παπανδρε, γεωργι, 10, ταξ, ελεγ, δυστυχως"
τρυφων αλεξιαδης,"ελεγκτικ, φπ, μηχανισμ, θεματ, φροντιστηρι, φοροδιαφυγ, εντυπωσιαζ, συγχωρεσετ, απαντησαμ, προσωπικ, μπηκ, αυστηροτητ, αστυνομικ, επιβληθηκ, προστασι, εντολ, σχολει, ευτυχ, ελεγκτ, φορολογικ"
τρυφωνιδης παναγιωτη γεωργιος,"λοζαν, εντεχνως, φορτωσετ, βιενν, καυς, πηγατ, απορριμματ, εργοστασι, επιχειρηματικ, εκφραζ, τεχνολογι, αλλου, ανεφερ, πηγ, παραπανω, συμβαιν, διαχειρις, συμφεροντ, μιλαμ, κεντρ"
τσακαλωτος στεφανου ευκλειδης,"χασαμ, φερουμ, αχτσιογλ, κερδισαμ, ιοβ, εργ, οικονομικ, οκτωβρ, ανισορροπι, εξηγ, χας, ελληνικ, εργαζ, αυτοπεποιθης, σεπτεμβρ, απαντησω, τιμημ, 600, κερδ, απολογισμ"
τσακλιδης κωνσταντινου ιωαννης,"παραγρ, εδαφι, ακολουθως, αναδιατυπωνετα, εργ, εργοληπτικ, φρας, κει, ανωτερω, 1418, προστιθεντα, προστιθετα, επιχειρης, μελετ, κατασκευ, δημοπρασι, αναδοχ, μελετητ, 1984, αντικαθιστατα"
τσαλδαρης κωνσταντινου αθανασιος,"εταιρι, αμοιβαι, κεφαλαιαγορ, κεφαλαι, αξι, χαρτοφυλακι, χρηματιστηρι, 91, κινητ, μεριδι, διαχειρις, μετοχ, χρηματιστηριακ, μεριδιουχ, επενδυς, παροντ, θεματοφυλακ, εγγραφ, αποφας, το"
τσαφουλιας ανδρεα γεωργιος,"τρομοκρατ, οτσαλ, μυστικ, αμερικ, μπλερ, ηξερ, συνομιλητ, σημιτ, ονομαζ, σοσιαλισμ, υπηρεσι, βασκ, πιτσμπουργκ, φτασαμ, λα, κανονις, αρχηγ, συνεληφθ, ινστιτουτ, διεθν"
τσερτικιδης αναστασιου παντελης,"προασπιζοντα, αγωνιζοντα, ετυμηγορι, νομιζ, συνδικαλιστικ, αποδεικνυετα, κομμουνιστικ, εκφραζ, δικι, υπηρετ, βαζ, αγων, λαθ, δικαιωματ, εργαζ, λα, θες, ελλαδ"
τσιαουση παναγιωτη ελενη,"χρησιμοποιουντα, προεκλογικ, απαραδεκτ, ατομ, σημαντικ, ειδικ, αναγκ"
τσιαρας αλεξανδρου κωνσταντινος,"κωδικ, προφανως, σκοπι, πλαισι, ποινικ, ελληνικ, σχες, εδαφ, συνταξ, λυς, ιδρυματ, διμερ, γειτονι, λογικ, ονοματολογικ, εργ, ενδιαμες, αυστηροποιειτα, απιστι, νοσηλευοντα"
τσιογκας βασιλειου δημητριος,"καπνοπαραγωγ, αμπελακι, συνεταιρισμ, καπνοκαλλιεργει, χωρι, καπν, κασταν, καστανι, παθαιν, πουλαν, γαλακτ, περιοχ, παραγωγ, εισοδημ, οικογεν, σεβομαστ, πιο, προβλημ, εξαιρες, τιμ"
τσιοκας δημητριου θεοχαρης (χαρης),"εργασιακ, εργαζ, λεωφορει, θεσσαλονικ, ελ, μεσαιων, μαζικ, κουβεντιας, μητροπολιτικ, τρεισημις, συμβας, συγκοινωνιακ, πολιτ, δεικτ, 2898, ανθηρ, ταχυμεταφορ, διαφορετικ, μεταφορ, συλλογικ"
τσιπλακης αθανασιου κωνσταντινος,"προβληματισμ, πλευρ, αδικηματ, ποινικ, εκφυγ, θεωρητικ, επιπεδ, εισαγγελικ, ιδιωνυμ, συμπεριφορ, εννοι, συνταγματικ, ιδιοτητ, αξιομεμπτ, ελθοντ, εξαλειφετα, προσδιδετα, αναμφισβητητ, προσεγγις, επεκτας"
τσιπλακος ιωαννη αριστειδης,"μαριν, προγραμμ, ελαιολαδ, θρακ, 1991, 1992, πιστως, εοτ, περιφραξ, φραγματ, παραχωρηθ, βιομηχανικ, δυνατ, 1993, περιοχ, ατελ, αρετς, καλαμαρι, εργ, ευην"
τσιπρας παυλου αλεξιος,"δανειακ, λα, αντιμετρ, σαμαρ, μνημονι, μητσοτακ, πανεπιστημι, χαρατσι, 35, συμβας, ελληνικ, γνως, κοινωνικ, μαι, καταλαβ, τεταρτ, ευρωζων, πρωθυπουργ, παιζετ, κληθ"
τσιρωνης μιχαηλ δημητριος,"εξαντλητικ, ταξ, τηλεπικοινωνι, ζητηματ, σκυψαμ, θες, επαγγελμ, θεσσαλονικ, επαγγελματι, τροπ, μπορεσουμ, σεβετα, θητει, ταχυδρομ, καναμ, ρυθμις, αθην, καταληξαμ, ληξ, μικρ"
τσιτουριδης κυριακου σαββας,"συμφωνησουμ, διαβουλευτουμ, επικυρωσαμ, ψευδομα, εργωδ, εφαρμογην, στερεο, διαφωνησουμ, δεδ, τετραετι, προυποθετ, ισχυους, συγχωρειτ, 2001, συναντης, πεδι, διαπιστως, δικι, ενδεχομενως, ολοκληρως"
τσοβολας κωνσταντινου δημητριος,"αγροτικ, σεισμ, πυροσβεστικ, αγροτ, εμακ, καταστολ, επιχειρηματολογι, πραγματικ, μελετ, εντυπως, συνεργει, ουσιαστικ, ατ, διαψευσθειτ, επιλησμον, δειτ, κλπ, επαγγελμ, παρω, συζητειτα"
τσονογλου-βυλλιωτη παρασχου βασιλικη,"ποιν, εκτι, σωφρονιστικ, σχολ, εκτις, δικαστ, δικαστικ, απολυθ, πραγματι, δικαστηρι, καταρτις, ποινικ, κρατου, διοικητικ, λειτουργ, διευθυντ, φυλακ, δικαιοσυν, καταδικασθεντ, καθειρξ"
τσουδερου εμμανουηλ βιργινια,"οικισμ, μονοκατοικι, μονιμ, κατασκευ, σαππ, ροδοπ, υλικ, κοτρωνι, παραρτημ, εβρ, πραγματικ, κοζαν, ζυγ, βλεπ, υποδοχ, γαλανι, παλαγι, πρωτοχωρι, σπιτι, γιαννουλ"
τσουκαλης σπυριδωνος νικολαος,"αστυνομι, κρατ, παραοικονομι, κορινθιακ, πλαισι, παρακτι, 2010, προκει, κοινωνι, αριστερ, καταγραφ, φορολογικ, δημοκρατικ, πορρω, ποσειδωνι, απωλει, κανονισμ, εισαγγελ, ελληνικ, σωματ"
τσουρας αγγελου αθανασιος,"δημ, σημαντικ, δυνατοτητ, συμβουλι, εκλογε, σχες, ισως, δημοτικ, κοινοτικ, αποκεντρως, υπαλληλ, τοπικ, ονομαζουμ, προωθης, επισημανω, νε, σχολιασω, προοπτικ, φτιαξ, πλεον"
