member_name,top_keywords
σουρλας ιωαννη γεωργιος,"κατεθες, αναφορ, ζητ, ρηγ, 04, υπ, εγγραφ, ιωανν, δοθηκ, απαντης, ακολουθ, 06, 11, συλλογ, ανωτερω, βαλκανικ, 2004, κυκλαδ, χωματ, αθην"
σουφλιας αθανασιου γεωργιος,"συνεταιρισμ, εργ, συνεταιριστικ, γσε, ψηφοδελτι, οργανως, οτο, πολιτικ, προθεσμι, επενδυς, αιτης, επενδυτ, συμμετοχ, αρχ, κοινωνικ, σεπ, εξαμην, οικονομικ, προυπολογισμ, μελετ"
σοφια ζαχαρακη,"λαμι, κωσταλεξ, αντιδρας, εεεεκ, παραινες, κανελλ, ζητησετ, παω, μονοπωλι, οικογενειακ, σεβασμ, βρεθ, ευαισθησι, εκπαιδευτικ, χαρακτηριστικ, μεταφορ, κανατ, τοπικ, πα, κεντρ"
σοφουλης μανουηλ κωνσταντινος,λατρει
σπαρτινος νικολαου κωνσταντινος,"κεντρ, συμπαρατασσοντα, διχαστικ, οικοδομησουμ, σαριδ, βαρυγδουπ, πετς, βημ, γνησι, ζησαμ, κλασικ, πολιτικ, οραμ, παραδοσιακ, εξαγγελι, ακραι, ακουσαμ, αντιληψ, σιγουρ, βλεπουμ"
σπηλιοπουλος γεωργιου κωνσταντινος,"ηγεσι, χωρ, αναπτυξ, δυσκολ, προυπολογισμ, 2011, κεν, ελπιδ, αιγι, χειρουργει, προγραμμ, χρησιμ, εφαρμοστ, εργαλει, ζητ, πολιτ, ανορθως, επενδυς, μεν, γιατρ"
σπηλιοπουλος ιωαννη αναστασιος,"επαγγελματικ, καταρτις, εκπαιδευς, ινστιτουτ, ιδρυματ, νοσηλευτικ, νοσηλευτηρι, εκπαιδευτικ, νοσοκομ, ιεκ, διαπιστως, προδιαγραφ, γιατρ, αποφοιτ, συστημ, κοινοτητ, εθνικ, υγει, επιπεδ, αριστοτελει"
σπηλιωτοπουλος ελευθεριου αριστοβουλος (αρης),"αδεσποτ, ζω, θανατως, γκετο, καταφυγι, κυνοκομει, ολυμπιακ, μαζικ, αγων, προχωρησουμ, προκει, κρεματορι, στειρως, τετραποδ, φωτογραφι, συντροφι, σημανς, σκυλ, μαζεψ, ξερουμ"
σπηλιωτοπουλος παναγιωτη σπηλιος,"172000, κρυβουμ, μπορους, διαφορ"
σπιρτζης παναγιωτη χρηστος,"περιοχ, τραπεζ, αττικ, θεσμικ, υπηρχ, λοιδορηθηκαμ, πυρκαγι, προβλεψ, ντραγκ, δημοσι, ετρεχ, θητ, πυροπληκτ, διευθυντρι, καταστροφ, ζησαμ, λογαριασμ, συνεχει, οικονομ, αλλαγ"
σπυριουνης πετρου κυριακος,"εκπαιδευς, δημοκρατι, θητει, πατριδ, 1763, ανεξαρτησι, αγων, υπηρετ, στρατιωτ, βαθμ, δικαιοσυν, στρατιωτικ, κινητρ, εννοι, εγγαμ, σκονταφτ, πατερ, ψηφιζω, κυπ, πυροβολικ"
σπυροπουλος αποστολου ροβερτος,"εικονικ, πολιτικ, λογικ, πραγματικοτητ, διαπλοκ, ιδεολογικ, μεγαλ, κυβικ, αυτοαπασχολης, μιχαλολιακ, μπροστα, αδιεξοδ, δυναμ, οικοδομης, δημοκρατι, ασφαλιστικ, αναπτυσσοντα, βασιλ, μοντελ, συνεβαιν"
σταθακης μηνα γεωργιος,"υκω, νοικοκυρι, δεδδη, 1600, επανασυνδεθ, 2017, κοτ, παρατας, εως, λογαριασμ, μοναδ, δε, τιμ, γεωργιαδ, τιμολογειτα, υπολογιζοντ, πληρωνατ, τιμολογι, κλιμακ, 2500"
σταθας παναγιωτη ιωαννης,"περηφαν, τσαμπ, μνημονι, ξεχρεωσουμ, ανθρωπ, βαρι, βαρδι, γερμανι, φοβατα, λυπ, χωραφι, λα, 800, ελεγ, επαρχι, δουλεψ, κιολας, ζης, μιλαμ, χας"
σταθης χρηστου θεοδωρος,εκπροθεσμ
σταθοπουλος παναγιωτη ιωαννης,"ασυνηθιστ, διατηρηθ, βολ, απευθυνετα, κρανε, πεδι, καταναλωθηκ, ομιλουντ, χτυπατ, επιλυθ, ερωτ, ανεπτυξ, παρεμβαιν, κυριως, συναρμοδι, χερ, προ, αμυν, κατατεθ, απαντησω"
σταικος θωμα ευαγγελος,"ενστας, μπηκ, αθροιζοντα, διωκετα, αμνηστι, εγκλης, διαρκ, ιδιοτυπ, τοκογλυφ, ακαλυπτ, διωκοντα, κακουργημ, υποστηριχθ, ανακυψ, αναδιατυπως, ξεκαθαριζ, συνηθει, διαρθρως, αρχιτεκτονικ, διατυπωθηκ"
σταικουρας κωνσταντινου χρηστος,"βαρουφακ, μαρμαρ, προκαλω, 2015, τιμολογης, φορολογου, συριζα, εχας, εξαμην, πινακ, ακους, θες, 2014, κρις, 883, παραφρασατ, φιδ, παρεμβαινω, σαρακιωτ, ακριβ"
σταματης γεωργιου δημητριος,"προεδρe, αναπληρωτ, εθες, ερωτημ, απαντης"
σταματης ιωαννη δημητριος,"βγαινουμ, δημιουργησατ, μνημονι, πετυχατ, πρωτοφειλετ, συμπαρασταθειτ, χρισμ, 25, ταμει, προοιμι, μηνυματ, αυτοματ, ζητατ, καταστας, αρνης, βαζετ, μηνυμ, συγγνωμ, ελεγξ, πληρωθ"
σταμπουλη αποστολου αφροδιτη,"βασιλει, αληθει"
σταυρακακης κωνσταντινου μηνας,χρειαζετα
σταυρου ευαγγελου αποστολος,προσωπικ
στεργιου κωνσταντινου ιωαννα,"αυτοκινητ, αδ, αυτοκινητιστ, πιστευουμ, υπαιθρι, αυτοδιοικης, εμπορι, αγορ, κλιμακι, τοπικ, λαικ, επαγγελματι, εταιρ, συνεταιρισμ, ελεγχ, ταξ, 2323, παραεμπορι, χρης, πωλουντα"
στεφανοπουλος βασιλειου θεοδωρος-στεφανος,"υποψηφιοτητ, απαλειψ, υποψηφι, συνδυασμ, 1144ήταν, καταπιεστ, νομαρχιακ, αγκαλιασμ, διευθυντ, συμβουλ, αναπροσαρμοζοντα, προβλεψετ, 50000, επαναφερετ, ανεξαρτητ, καταρτιστηκ, θιξω, κατεβ, εκθετ, κλειδ"
στεφανοπουλου συζ.θεοδωρου-στεφανου φωτεινη,"γυναικ, αστυνομι, σπευδετ, ανδρ, αστυνομικ, θεωρης, ποσοστ, μυικ, σμικρυνετ, 2α, δαιμον, ισχυρισθω, ξορκιζετ, περιλαβετ, στερησουμ, σχολ, βοηθητικ, εισακτε, εκτιθετα, συναισθημ"
στρατακης σοφοκλη εμμανουηλ,"κεφαλαι, στερεως, πετρελαι, κτηρι, λειτουργης, εισπραξουμ, αναγκαι, σημαντικ, δημοσι, ογ, κατορθωτ, αντιληψ, δουμ, 2006, εγκατελειψ, θεωρω, συνταξ, εκταμιευς, χρηματ, ξεπερασουμ"
στρατουλης ιωαννη δημητριος,"απονομ, αληθει, ταμει, εοπυ, ασφαλιστικ, συνταξ, εισφορ, μνημονι, πολιτικ, εσοδ, επισημανς, ασφαλις, ικ, μειως, περιεγραψ, σκιζ, αιτι, μνημονιακ, προνοι, ανακεφαλαιως"
στριφταρης δημητριου σπυριδων,"λιμαν, ετβ, αξιοποιης, διαλυτηρι, χιλιομετρ, λιμανι, κατοικ, πλοι, κοινοταρχ, χρης, περιοχ, ουσιαστικ, πραγματικ, περιπ, κατευθυνς, hydrocazldonate, processing, ασφαλτοστρ, μετεφορτως, ξοδευθ"
στυλιανιδης στυλιανου ευριπιδης,"μετσοβι, πρυταν, πολυτεχνει, μπολκενστα, ανεκυψ, εξεδως, αλαβαν, τεκν, μητερ, δεξι, εθνικ, 2005, επικοινωνι, παπανδρε, οδηγι, συνεργασι, μπροστα, πιο, προβλημ, διαδικασι"
στυλιος δημοσθενη γεωργιος,"εταιρικ, επιχειρης, μετοχ, εταιρ, διακυβερνης, οικονομι, σοφι, λειτουργι, προκαταβολ, νεοφυ, αντικατοπτριζ, αγι, ανωνυμ, εκσυγχρονιζ, εμπιστοσυν, συστας, επιδιωκετα, παρον, 2019, πλαισι"
συντυχακης δανιηλ εμμανουηλ,"καθαριοτητ, δημ, αθλητισμ, εργαζ, επανεκκινης, αθλητ, αθλητικ, χρωστατ, προστασι, ζηταμ, εκτακτ, υπηρεσι, πανδημι, ανεδειξ, υγει, πνπ, ταυτισετ, στεγνως, λεγ, ρολ"
συριγος δημητριου αντωνιος,"τροποποιης, ισχυ, συνεργατ, πλεοναστικ, πρωην, κανονισμ, συνεπει, 2016, αποφας, 28, φρας, ζητηματ, επιβεβαιως, προτεινετα, επιστημονικ, προτειν, υπαλληλ, προτας, αοριστ, ομοφων"
συρμαλενιος ευαγγελου νικολαος,"ναξ, ναυδετ, νησι, περιβαλλον, φετ, στρεμματ, μιλατ, αιγιαλ, νοσοκομει, πενηντα, ρεμετζ, τουριστικ, τουρισμ, παραλι, στοιχει, ελλαδ, βαλετ, διακομιδ, γραμμ, συγκριτικ"
σφυριου προδρομου κοσμας,"κατοικι, στεγ, επαγγελματικ, προτας, ερχεσθ, μισθωματ, επιχειρηματ, περιφερει, ρυθμις, λειτουργι, ιδι, καταστηματ, νομαρχιακ, συμβουλι, νοικιας, γραφει, 22, διατηρητ, αποφας, τιμαριθμοποιης"
σχοιναρακη-ηλιακη διογενη ευαγγελια,"μαθης, δια, βι, εκπαιδευς, τελικ, καταρτις, πολιτικ, συγκεκρι, ινστιτουτ, αγροτ, βουλης, μειονεκτημ, σημαντικ, βημ, λειτουργι, επιλεκτικ, αποφοιτ, υφιστα, συμμετοχ, ζητημ"
σωτηρλης ευαγγελου δημητριος,"πληγεντ, παραγωγ, αυτοδιαχειριζ, γεωργοκτηνοτροφικ, διακρινατ, καπνοξηραντηρι, ζημι, αποζημιως, ζημιωθεντ, αυτοδιοικ, γεωργι, δυνατοτητ, εξεταζοντα, προκληθηκ, θερμοκηπι, κτισματ, ελγ, καρδιτς, ζητησαμ, συνεταιριστικ"
σωτηροπουλος νικολαου βασιλειος,"ecu, εργαστ, συνταξ, 190000, υποκαταστατ, παροχ, ναρκωτικ, μητροτητ, καισαρ, δανι, ευρωπ, εικοσι, κατεβαιν, ευπαθ, χωρ, δεκαετι, σεβαστ, ελλαδ, κακ, κοινωνικ"
ταγαρας χρηστου νικολαος,"αποδεχ, προσθετουμ, σεβ, νομοτεχνικ"
ταλιαδουρος αθανασιου σπυριδων,"στηριζουμ, κατατεθ, θεσατ, οεεκ, απεμπλοκ, βουρ, διενεργηθ, απαντησαμ, οσκ, καθυστερης, διοικους, εκλογ, αρωγ, παιδει, συμπεριληφθ, θεωρηθ, διδασκαλι, επαρκει, γλωσς, εκκρεμ"
ταμηλος κωνσταντινου μιχαηλ,"μεταλλευτικ, μεταλλ, τελ, παραχωρης, θεματ, κομμουνιστικ, δημοκρατικ, φωτοβολταικ, παραγωγ, ομοψυχι, αστικ, επιλυ, θετικ, ανακοινωθ, μπαιν, πολιτικ, επιχειρης, αποθεματικ, ελλαδ, παραγωγικοτητ"
τασουλας αναστασιου κωνσταντινος,"εισφορ, συνταξιουχ, αρμοδιοτητ, δημοσι, αυτοδιοικης, συνταξ, δυσκολι, εναντι, οικονομικ, τοπικ, 2020, φιλοτιμ, νατ, προσωπικ, συνεχει, επαρχι, δραχμ, υγει, μυγιαγγιχτ, στολιζουμ"
τασουλας βασιλειου αποστολος,"υγει, οικογενειακ, γιατρ, φταιτ, νοσοκομει, φροντιδ, φτιαξετ, βαλτ, ος, κινητοποιης, επιλογ, εναρμονισθ, οργανωτ, χωρισετ, αστικ, συστημ, εργαζ, ενως, διδαχθουμ, προαναγγειλατ"
ταταριδης δαυιδ κυριακος,"πολεοδομικ, αυθαιρετ, περιοχ, χωρ, πολιτικ, οικιστικ, κατοικι, δομης, ενοτητ, περιβαλλον, παραγωγ, κυκλωματ, γρεβεν, ελληνικ, παραδοξ, αγορ, κατασκευ, οικονομικ, αναπτυξ, οπου"
τατουλης παναγιωτη πετρος,"τριπολ, αρκαδι, πελοποννης, πανεπιστημι, ιδρυς, παντει, περιφερει, νοτι, φροντιδ, αιτημ, αντιμετωπιζ, λειτουργι, κεντρικ, μελετ, πρωτευους, προβληματ, εθν, θετικ, 4362εγκατάσταση, βασικ"
ταχιαου γεωργιου χριστινα,"αδικι, ερτ, αρχισυντακτ, μιντιαρχ, καραμπινατ, επαγγελμ, ασχολιαστ, εργαζ, αναγεννης, μισθ, καθιστατα, κομματικ, δημοσι, αιτιολογικ, υπαλληλ, περνα, δημοσιογραφ, συγγνωμ, συγκρους, μαυρ"
τζαβαρας γεωργιου κωνσταντινος,"αληθει, dvd, μυστικοτητ, αναξιοπιστ, αποδεικτικ, κτηματικ, περιττ, επρεπ, καθηκοντ, προτας, πραγματι, περιθρυλητ, δημοσι, αντιπροσωπ, τουλαχιστ, αντισυνταγματικ, δικαιοπραξι, μαρτυρ, προβληματισμ, ικανοποι"
τζακρη εμμανουηλ θεοδωρα,"βλαβ, ενδοοικογενειακ, σωματικ, βι, συζυγ, τοπικ, θυματ, αυτοδιοικης, οικογενει, τιμωρειτα, θυμ, ποινικ, ποιν, κωδικ, πραξ, ταπεινωτικ, μελ, δραστ, ελαφρ, δημ"
τζαμακλης γεωργιου χαριλαος,"ζευγαρι, συμβιως, ομοφυλ, δικαιωματ, εσδ, προκυψας, μισαλλοδοξι, οικογενειακ, πολιτει, ρητως, συμφων, ρυθμις, αναγνωρις, συντροφ, ρατσισμ, δεσμ, δικαστηρι, συναψ, αναγκαι, αναγκαιοτητ"
τζαμτζης συμεων ιορδανης (δανης),"τσιπουρ, αμβικουχ, βγαζ, αποδος, μερακ, φορολογι, κρας, γιορτ, νερ, αμπελοκαλλιεργητ, τσικουδι, αμβικ, καζανι, σαρανταοκταωρ, στεμφυλ, ουσιαστικ, σταφυλι, ειπωθηκ, βγαλ, μικρ"
τζανακοπουλος μοσχου δημητριος,"παρακολουθηματικ, αμυν, στρατιωτικοποιης, δυναμιτιζετ, εφαπτοντα, υποχρεως, εθνικ, αποτρεπτικ, βιτς, πολιτικ, κυριαρχικ, διπλωματι, δογμ, εξωτερικ, εταιρει, οφειλ, κλεισω, κατανοης, λεπτομερ, λογικ"
τζανης γεωργιου λεωνιδας,"ρηγ, μετοχ, βελεστιν, δημοσι, βιενν, ενημερως, διοικης, πολιτικ, μες, 2190, προτας, βασικ, 1797, εθνικ, βλαχι, χαρτ, επιχειρης, αλεξανδρ, κεντρ, προσωπ"
τζεκης κωνσταντινου αγγελος,"κεφαλαι, ευρωπαικ, ομιλ, ενως, τραπεζικ, πολιτικ, ανεργι, ανεργ, εργαζ, συγκεκρι, ναους, μεγαλ, ενισχυς, επιχειρης, επιχειρηματικ, πραγματικ, πληρωμ, χωρ, οδηγι, χρηματοπιστωτικ"
τζελεπης γεωργιου μιχαηλ,"αγροτ, ασφαλις, διοδι, συνταξιουχ, νεοεξερχ, συνταξ, ογ, ανταποκριτ, ενιαι, 4387, τρεισημις, ορατ, κομματι, χιλιομετρ, επικουρικ, 60, 1467, στρυμονικ, υπακτ, 1096"
τζηκαλαγιας γεωργιου ζησης,"καστορι, λιμν, δισπηλι, μαυροχωρ, κατειλημ, υπερχειλις, χλωριδ, πανιδ, καταπληκτικ, προκληθηκ, ζημι, προβληματ, δομης, αποδημητικ, αργυροπελεκαν, αρχοντικ, κεριν, κορμοραν, λαγγον, λιμναι"
τζηρος ευθυμιου νικολαος,"ορθωτικ, προθετικ, κατασκευ"
τζιμας γεωργιου μαργαριτης,"ανακαλες, λαθ, δυνατ, προσωπικ"
τζιολας γεωργιου ελευθεριος,"εργασι, απασχολης, ανεργι, συμψηφιστικ, εργαζ, πορ, ρυθμις, προγραμματ, ηπειρ, equal, οεκ, πρωτοβουλι, 2002, κοινωνικ, ρυθμ, επιθεωρητ, θεσσαλονικ, ιωαννιν, οργανως, επιθεωρης"
τζιτζικωστας αποστολου γεωργιος,"μεροδουλ, μεροφα, ξαναφτιαχνετα, αγελαδ, στεκετα, καταστραφ, γεωργακοπουλ, πλουσι, τριαντα, αγροτικ, επιχειρης, περισς"
τζουμακας αθανασιου στεφανος,"αγροτ, σαμπαν, ελεγχ, σταφυλι, προαπαιτ, πενηντα, εργ, απωλεσαμ, γλευκ, ταυγετ, αντιδιαβρωτικ, επιδοτης, σι, στοιχει, δραχμ, παρασιτικ, συγκεκρι, ειπωθηκ, γεωργι, 1999"
τζουφη στεφανου μεροπη,"κοινωνικ, εκπαιδευς, εκπαιδευτικ, σχολει, ειδικ, διαπολιτισμικ, πολιτικ, παιδι, ευαλωτ, φροντιδ, προγραμματ, πιο, ιδιωτικ, αποτελ, προσπαθει, παιδικ, προστασι, εισοδηματ, σκοπιμ, κρις"
τζωαννος γαβριηλ ιωαννης,"γιγνεσθα, αμστερνταμ, οραμ, ευρωπαικ, δηλητηρι, αγανακτης, υποθες, οτσαλ, σημιτ, μετοχικ, αξιοποιησουμ, ωφελει, κρατ, ασχολουμεθ, συνθηκ, συμμετοχ, κεφαλαι, γενικολογ, πλαισι, καλλιεργειτα"
τιμοσιδης ιωαννη μιχαηλ,"συμπολιτ, ζακυνθ, πρωτοβουλι, νοσοκομει, προηγ, ανας, οικονομικ, πραξ, οικογεν, εξελεξ, καρδιολογ, ελληνικ, ικ, δεσμευτηκαμ, χρονικ, φαρμακ, εκτακτ, διακυβερνης, ερχετα, αναδιανομ"
τογιας ιωαννη βασιλειος,"απερχ, χρησιμοποιους, κοιταξ, υπερψηφις, θετικ, πολιτικ, αφετηρι, συνηθις, θυματ, ματι, χρησιμοποιης, πλουτ, παραγ, εξοδ, καθαρ, μελλον, δικαιοσυν, προυπολογισμ, κρις, πραξ"
τοσκας στεφανου νικολαος,"κοιταζουμ, καπου, φυτρων, παραβατικοτητ, πυροσβεστ, αρχισουμ, λυνοντα, μεγαλ, συμφεροντ, δουλευ, ανησυχι, εκπαιδευοντ, εκπαιδευσουμ, εμπειρικ, προσποιηθηκ, φαμιλι, αστυνομικ, αττικ, βιλι, εγκαταλειπουμ"
τραγακης παναγιωτη ιωαννης,"2005, 2006, 06, υπ, σιδ, ακολουθ, σχετικ, δημ, κατεθες, 12, απαντης, εγγραφ, διακοπτ, ανωτερω, δοθηκ, 05, γν, ηρακλει, εργαζ, μαθητ"
τριανταφυλλιδης γεωργιου αλεξανδρος (αλεκος),"απολυσουμ, ταξιτζηδ, υπογραψαμ, 2018, αναδρομικ, μαρτι, 21, παρατας, δινετα, τελειωνω, ζητ, προτας, δημοσι"
τριανταφυλλοπουλος θεοδωρου ανδρεας,"απειληθηκαμ, υπαλληλ, χωρ, φοροδιαφυγ, γινοτ, διαπιστως, κρατησουμ, αποντ, αδικ, κοινωνικ, κρις, συζυγ, αγων, κορυφ, νοσοκομει, περισσευ, σωτηρι, χρεοκοπι, πρω, εθνικ"
τριανταφυλλος δημοσθενη κωνσταντινος,"συριζα, πολιτικ, λαθε, εξεταστικ, ποινικ, προφανως, ραδιοτηλεορας, ποινικοποιης, δημοκρατι, νεοναζιστ, ομολογ, αποφας, προτας, μεταρρυθμις, αναντιστοιχι, ζητημ, πληρωθ, μονομερ, αγων, χουντ"
τριαριδης αθανασιου κωνσταντινος,"προδοτ, μωρ, εφευγ, σχημ, παπανδρε, απαντησω, πιστευουμ, γεωργι, 10, ταξ, ελεγ, δυστυχως"
τρυφων αλεξιαδης,"ελεγκτικ, φπ, μηχανισμ, θεματ, φροντιστηρι, φοροδιαφυγ, εντυπωσιαζ, συγχωρεσετ, προσωπικ, απαντησαμ, μπηκ, αυστηροτητ, αστυνομικ, επιβληθηκ, προστασι, εντολ, σχολει, ευτυχ, ελεγκτ, φορολογικ"
τρυφωνιδης παναγιωτη γεωργιος,"λοζαν, γραφατ, εντεχνως, μηδενιζετα, φορτωσετ, βιενν, ανατρεψετ, καυς, αλεκ, μνει, πηγατ, απορριμματ, εργοστασι, ρητ, επιχειρηματικ, προβλεποντα, υστερα, τεχνολογι, εκφραζ, αλλου"
τσακαλωτος στεφανου ευκλειδης,"χασαμ, πρωτ, ελληνικ, φερουμ, αχτσιογλ, οικονομικ, εργ, κερδισαμ, ιοβ, αρα, σωστ, εργαζ, ανισορροπι, εξηγ, οκτωβρ, χας, αυτοπεποιθης, σεπτεμβρ, λαθ, τιμημ"
τσακλιδης κωνσταντινου ιωαννης,"παραγρ, εδαφι, ακολουθως, αναδιατυπωνετα, εργ, εργοληπτικ, φρας, κει, ανωτερω, 1418, προστιθεντα, προστιθετα, επιχειρης, μελετ, κατασκευ, δημοπρασι, αναδοχ, μελετητ, 1984, αντικαθιστατα"
τσαλδαρης κωνσταντινου αθανασιος,"εταιρι, αμοιβαι, κεφαλαιαγορ, κεφαλαι, αξι, χαρτοφυλακι, χρηματιστηρι, 91, διαχειρις, μεριδι, κινητ, μετοχ, χρηματιστηριακ, επενδυς, μεριδιουχ, παροντ, θεματοφυλακ, αποφας, εγγραφ, μελ"
τσαλιδης γεωργιου φιλιππος,"κληρικ, κουκουλοφορ, θερμανς, καινουργι, φαιν, λειτουργ, ος"
τσαφουλιας ανδρεα γεωργιος,"τρομοκρατ, οτσαλ, μυστικ, αμερικ, μπλερ, ηξερ, συνομιλητ, σημιτ, ονομαζ, υπηρεσι, σοσιαλισμ, λα, βασκ, πιτσμπουργκ, φτασαμ, αρχηγ, κανονις, διεθν, ινστιτουτ, πολιτικ"
τσερτικιδης αναστασιου παντελης,"πυροβολισμ, ακινητοποιης, προασπιζοντα, αγωνιζοντα, ετυμηγορι, νομιζ, συνδικαλιστικ, επιτρεπετα, αποδεικνυετα, κομμουνιστικ, εκφραζ, υπηρετ, δικι, βαζ, αγων, λαθ, δικαιωματ, εργαζ, λα, θες"
τσιαουση παναγιωτη ελενη,"χρησιμοποιουντα, προεκλογικ, απαραδεκτ, ατομ, σημαντικ, αναγκ, ειδικ"
τσιαρας αλεξανδρου κωνσταντινος,"κωδικ, πλαισι, προφανως, σκοπι, ποινικ, ελληνικ, σχες, συνταξ, εδαφ, λυς, συγκεκρι, ιδρυματ, διμερ, λογικ, γειτονι, εργ, ονοματολογικ, μεγαλ, ενδιαμες, αυστηροποιειτα"
τσιογκας βασιλειου δημητριος,"καπνοπαραγωγ, αμπελακι, συνεταιρισμ, καπνοκαλλιεργει, χωρι, καπν, κασταν, καστανι, παθαιν, πουλαν, γαλακτ, περιοχ, παραγωγ, εισοδημ, οικογεν, πιο, προβλημ, σεβομαστ, τιμ, εξαιρες"
τσιοκας δημητριου θεοχαρης (χαρης),"εργαζ, εργασιακ, λεωφορει, θεσσαλονικ, ελ, μεσαιων, μαζικ, πολιτικ, συμβας, κουβεντιας, μητροπολιτικ, τρεισημις, πολιτ, συγκοινωνιακ, διαφορετικ, δεικτ, 2898, ανθηρ, ταχυμεταφορ, μεταφορ"
τσιπλακης αθανασιου κωνσταντινος,"προβληματισμ, συγκεκρι, πλευρ, ποινικ, αδικηματ, θεωρητικ, εκφυγ, επιπεδ, εισαγγελικ, ιδιωνυμ, συμπεριφορ, εννοι, συνταγματικ, ιδιοτητ, αξιομεμπτ, ελθοντ, εξαλειφετα, προσδιδετα, αναμφισβητητ, προσεγγις"
τσιπλακος ιωαννη αριστειδης,"μαριν, προγραμμ, ελαιολαδ, 1991, θρακ, 1992, πιστως, εοτ, περιφραξ, φραγματ, παραχωρηθ, βιομηχανικ, δυνατ, περιοχ, 1993, ατελ, εργ, αρετς, καλαμαρι, προχωρης"
τσιπρας παυλου αλεξιος,"λα, δανειακ, σαμαρ, αντιμετρ, μνημονι, χωρ, μητσοτακ, πανεπιστημι, χαρατσι, πολιτικ, 35, συμβας, ελληνικ, γνως, κοινωνικ, μαι, πρωθυπουργ, καταλαβ, τεταρτ, ευρωζων"
τσιρωνης γεωργιου ιωαννης,θρας
τσιρωνης μιχαηλ δημητριος,"εξαντλητικ, ταξ, τηλεπικοινωνι, ζητηματ, θες, σκυψαμ, τροπ, επαγγελμ, θεσσαλονικ, επαγγελματι, μπορεσουμ, σεβετα, θητει, καναμ, ρυθμις, ταχυδρομ, αθην, καταληξαμ, ληξ, μικρ"
τσιτουριδης κυριακου σαββας,"συμφωνησουμ, διαβουλευτουμ, επικυρωσαμ, ψευδομα, εργωδ, εφαρμογην, στερεο, αδει, διαφωνησουμ, δεδ, τετραετι, προυποθετ, ισχυους, συγχωρειτ, διορθως, 31, 2001, 27, συναντης, πεδι"
τσοβολας κωνσταντινου δημητριος,"αγροτικ, σεισμ, πυροσβεστικ, αγροτ, εμακ, καταστολ, πραγματικ, επιχειρηματολογι, μελετ, παρω, εντυπως, συνεργει, ουσιαστικ, ατ, διαψευσθειτ, δειτ, επιλησμον, κλπ, επαγγελμ, ανθρωπ"
τσονογλου-βυλλιωτη παρασχου βασιλικη,"ποιν, σχολ, σωφρονιστικ, εκτι, δικαστ, εκτις, δικαστικ, πραγματι, απολυθ, δικαστηρι, καταρτις, ποινικ, κρατου, διοικητικ, λειτουργ, διευθυντ, φυλακ, δικαιοσυν, καταδικασθεντ, λειτουργι"
τσουδερου εμμανουηλ βιργινια,"οικισμ, μονοκατοικι, μονιμ, κατασκευ, σαππ, ροδοπ, υλικ, κοτρωνι, παραρτημ, εβρ, πραγματικ, βλεπ, κοζαν, ζυγ, υποδοχ, πολιτικ, γαλανι, παλαγι, πρωτοχωρι, σπιτι"
τσουκαλης σπυριδωνος νικολαος,"αστυνομι, κρατ, παραοικονομι, πλαισι, κορινθιακ, 2010, παρακτι, προκει, κοινωνι, αριστερ, καταγραφ, φορολογικ, δημοκρατικ, ελληνικ, πορρω, ποσειδωνι, απωλει, εισαγγελ, σωματ, φοροδιαφυγ"
τσουρας αγγελου αθανασιος,"δημ, σημαντικ, δυνατοτητ, συμβουλι, εκλογε, σχες, ισως, δημοτικ, κοινοτικ, αποκεντρως, υπαλληλ, τοπικ, νε, προωθης, ονομαζουμ, επισημανω, σχολιασω, ιδι, προοπτικ, πλεον"
τσοχατζοπουλος ευαγγελου αποστολος-αθανασιος,"οικονομικ, 1999, προστιθετα, επυεθ, αποθηκευς, χωρ, λειτουργι, εθνικ, ον, ενεργει, ανανεωσιμ, καταγγειλαμ, συγκεντρωτισμ, εγκρις, διοικητικ, οικονομι, συμβουλι, δε, επιτελει, συμφωνι"
υψηλαντης αναστασιου βασιλειος-νικολαος,"συναναστροφ, αγωνι, ιατριδ, γακ, κρεμαστιν, εκπροσωπουμ, εχθ, δωδεκανης, ταλαιπωρι, θετουμ, πον, εβαλ, διευκρινις, εθν, ανησυχι, αιγαι, εθες, ελθ, παροντ, καθημεριν"
φαικογλου φαικ αμετ,"επιτρεποντα, παραβιαζετ, μειονοτητ, αναπαντητ, αντιπροσωπ, ειπωθηκ, αντιπροσωπει, αφησουμ, κανονισμ, δυνατ, εθνικ, συγκεκρι, πολιτικ"
φαμελλος πετρου σωκρατης,"αερι, ενεργει, χατζηδακ, συνταξ, δε, δημοκρατι, συνταξιουχ, χωρ, αυξης, βρουτς, πονα, συριζα, υποδομ, ενεργειακ, νερ, δικτυ, διαχωρισμ, δημοσι, ιδιωτικοποιης, πολιτ"
φαρμακη-γκεκη γεωργιου αικατερινη,"τσμεδ, εισφορ, μηχανικ, τε, τριετι, ασφαλιστικ, καλυφθ, χρηματ, ημιαπασχολου, 3986, εκκαθαριστικ, ετεροαπασχολου, μπλοκαρ, βαθ, διπλωματουχ, 25, σημειωματ, εργοδοτικ, ταμει, εξοντωτικ"
φαρμακης ιωαννη νικολαος,"φαρμακ, νοσοκομει, ιδιοσκευασματ, λιστ, εργαζ, επικουρικ, ασφαλις, γιατρ, διακοσι, νομοθεσι, αντιβιοτικ, καταλογ, κριτηρι, δραστικ, θεραπευτικ, θεραπει, αποκλειστηκ, ασφαλιστικ, πολλ, βιβλιογραφικ"
